intergenic*YAL034W-A_YAL034C	80588	80709	CHRI	intergenic
YAL034C	80710	81951	CHRI	ORF
intergenic*YAL034C_YAL033W	81952	82705	CHRI	intergenic
YAL033W	82706	83227	CHRI	ORF
intergenic*YAL033W_YAL032C	83228	83334	CHRI	intergenic
YAL032C	83335	84474	CHRI	ORF
intergenic*YAL032C_YAL031W-A	84475	84668	CHRI	intergenic
YAL031W-A	84669	84977	CHRI	ORF
YAL031C	84749	87031	CHRI	ORF
intergenic*YAL031C_YAL030W	87032	87285	CHRI	intergenic
YAL030W	87286	87752	CHRI	ORF
intergenic*YAL030W_YAL029C	87753	87854	CHRI	intergenic
YAL029C	87855	92270	CHRI	ORF
intergenic*YAL029C_YAL028W	92271	92899	CHRI	intergenic
YAL028W	92900	94486	CHRI	ORF
intergenic*YAL028W_YAL027W	94487	94686	CHRI	intergenic
YAL027W	94687	95472	CHRI	ORF
YAL026C-A	95386	95823	CHRI	ORF
YAL026C	95630	99697	CHRI	ORF
HRA1	99305	99868	CHRI	ncRNA_gene
intergenic*HRA1_YAL025C	99869	100224	CHRI	intergenic
YAL025C	100225	101145	CHRI	ORF
intergenic*YAL025C_YAL024C	101146	101564	CHRI	intergenic
YAL024C	101565	105872	CHRI	ORF
intergenic*YAL024C_YAL023C	105873	106271	CHRI	intergenic
YAL023C	106272	108551	CHRI	ORF
intergenic*YAL023C_YAL022C	108552	108876	CHRI	intergenic
YAL022C	108877	110430	CHRI	ORF
intergenic*YAL022C_YAL021C	110431	110845	CHRI	intergenic
YAL021C	110846	113359	CHRI	ORF
intergenic*YAL021C_YAL020C	113360	113613	CHRI	intergenic
YAL020C	113614	114615	CHRI	ORF
YAL019W-A	114250	114819	CHRI	ORF
intergenic*YAL019W-A_YAL019W	114820	114918	CHRI	intergenic
YAL019W	114919	118314	CHRI	ORF
intergenic*YAL019W_YAL018C	118315	118563	CHRI	intergenic
YAL018C	118564	119541	CHRI	ORF
intergenic*YAL018C_YAL017W	119542	120224	CHRI	intergenic
YAL017W	120225	124295	CHRI	ORF
intergenic*YAL017W_YAL016C-B	124296	124306	CHRI	intergenic
YAL016C-B	124307	124492	CHRI	ORF
ARS107	124349	124597	CHRI	ARS
intergenic*ARS107_YAL016C-A	124598	124754	CHRI	intergenic
YAL016C-A	124755	125069	CHRI	ORF
YAL016W	124879	126786	CHRI	ORF
intergenic*YAL016W_YAL015C	126787	126902	CHRI	intergenic
YAL015C	126903	128102	CHRI	ORF
intergenic*YAL015C_YAL014C	128103	128251	CHRI	intergenic
YAL014C	128252	129019	CHRI	ORF
intergenic*YAL014C_YAL013W	129020	129269	CHRI	intergenic
YAL013W	129270	130487	CHRI	ORF
intergenic*YAL013W_YAL012W	130488	130798	CHRI	intergenic
YAL012W	130799	131983	CHRI	ORF
intergenic*YAL012W_YAL011W	131984	132198	CHRI	intergenic
YAL011W	132199	134076	CHRI	ORF
intergenic*YAL011W_YAL010C	134077	134183	CHRI	intergenic
YAL010C	134184	135665	CHRI	ORF
intergenic*YAL010C_YAL009W	135666	135853	CHRI	intergenic
YAL009W	135854	136633	CHRI	ORF
intergenic*YAL009W_YAL008W	136634	136913	CHRI	intergenic
YAL008W	136914	137510	CHRI	ORF
intergenic*YAL008W_YAL007C	137511	137697	CHRI	intergenic
YAL007C	137698	138345	CHRI	ORF
intergenic*YAL007C_YALCdelta2	138346	138830	CHRI	intergenic
YALCdelta2	138831	138992	CHRI	long_terminal_repeat
intergenic*YALCdelta2_tP(UGG)A	138993	139151	CHRI	intergenic
tP(UGG)A	139152	139254	CHRI	tRNA_gene
intergenic*tP(UGG)A_YAL005C	139255	139502	CHRI	intergenic
YAL005C	139503	141431	CHRI	ORF
YAL004W	140760	141407	CHRI	ORF
intergenic*YAL004W_YAL003W	141432	142173	CHRI	intergenic
YAL003W	142174	143160	CHRI	ORF
snR18	142367	142468	CHRI	snoRNA_gene
intergenic*YAL003W_YAL002W	143161	143706	CHRI	intergenic
YAL002W	143707	147531	CHRI	ORF
ARS108	147398	147717	CHRI	ARS
YAL001C	147594	151166	CHRI	ORF
intergenic*YAL001C_CEN1	151167	151464	CHRI	intergenic
CEN1	151465	151582	CHRI	centromere
intergenic*CEN1_YAR002W	151583	152256	CHRI	intergenic
YAR002W	152257	153876	CHRI	ORF
intergenic*YAR002W_YAR002C-A	153877	154064	CHRI	intergenic
YAR002C-A	154065	154724	CHRI	ORF
intergenic*YAR002C-A_YAR003W	154725	155004	CHRI	intergenic
YAR003W	155005	156285	CHRI	ORF
intergenic*YAR003W_YAR007C	156286	156753	CHRI	intergenic
YAR007C	156754	158619	CHRI	ORF
intergenic*YAR007C_YAR008W	158620	158965	CHRI	intergenic
YAR008W	158966	159793	CHRI	ORF
intergenic*YAR008W_ARS109	159794	159906	CHRI	intergenic
ARS109	159907	160127	CHRI	ARS
YARCdelta3	160105	160237	CHRI	long_terminal_repeat
YARCdelta4	160238	160574	CHRI	long_terminal_repeat
YARCTy1-1	160238	166162	CHRI	LTR_retrotransposon
YAR009C	160597	164187	CHRI	transposable_element_gene
YAR010C	164544	165866	CHRI	transposable_element_gene
YARCdelta5	165826	166162	CHRI	long_terminal_repeat
intergenic*YARCTy1-1_tA(UGC)A	166163	166266	CHRI	intergenic
tA(UGC)A	166267	166339	CHRI	tRNA_gene
intergenic*tA(UGC)A_YAR014C	166340	166741	CHRI	intergenic
YAR014C	166742	168871	CHRI	ORF
intergenic*YAR014C_YAR015W	168872	169374	CHRI	intergenic
YAR015W	169375	170295	CHRI	ORF
intergenic*YAR015W_YAR018C	170296	170395	CHRI	intergenic
YAR018C	170396	171703	CHRI	ORF
intergenic*YAR018C_YAR019C	171704	172210	CHRI	intergenic
YAR019C	172211	175135	CHRI	ORF
YAR019W-A	174998	175330	CHRI	ORF
intergenic*YAR019W-A_ARS110	175331	176156	CHRI	intergenic
ARS110	176157	176404	CHRI	ARS
intergenic*ARS110_YAR020C	176405	176855	CHRI	intergenic
YAR020C	176856	177023	CHRI	ORF
intergenic*YAR020C_YAR023C	177024	179280	CHRI	intergenic
YAR023C	179281	179820	CHRI	ORF
intergenic*YAR023C_tL(CAA)A	179821	181140	CHRI	intergenic
tL(CAA)A	181141	181254	CHRI	tRNA_gene
intergenic*tL(CAA)A_tS(AGA)A	181255	182521	CHRI	intergenic
tS(AGA)A	182522	182603	CHRI	tRNA_gene
intergenic*tS(AGA)A_YARWsigma1	182604	182619	CHRI	intergenic
YARWsigma1	182620	182959	CHRI	long_terminal_repeat
intergenic*YARWsigma1_YARWdelta6	182960	183141	CHRI	intergenic
YARWdelta6	183142	183474	CHRI	long_terminal_repeat
intergenic*YARWdelta6_YAR027W	183475	183769	CHRI	intergenic
YAR027W	183770	184477	CHRI	ORF
intergenic*YAR027W_YAR028W	184478	184891	CHRI	intergenic
YAR028W	184892	185596	CHRI	ORF
intergenic*YAR028W_YAR029W	185597	186320	CHRI	intergenic
YAR029W	186321	186545	CHRI	ORF
YAR030C	186512	186853	CHRI	ORF
YAR031W	186836	187732	CHRI	ORF
intergenic*YAR031W_YAR033W	187733	188106	CHRI	intergenic
YAR033W	188107	188811	CHRI	ORF
intergenic*YAR033W_YARWdelta7	188812	189425	CHRI	intergenic
YARWdelta7	189426	189757	CHRI	long_terminal_repeat
intergenic*YARWdelta7_YAR035W	189758	190192	CHRI	intergenic
YAR035W	190193	192256	CHRI	ORF
intergenic*YAR035W_YAR035C-A	192257	192336	CHRI	intergenic
YAR035C-A	192337	192417	CHRI	ORF
intergenic*YAR035C-A_YAR042W	192418	192618	CHRI	intergenic
YAR042W	192619	196185	CHRI	ORF
intergenic*YAR042W_YAR047C	196186	201466	CHRI	intergenic
YAR047C	201467	201787	CHRI	ORF
intergenic*YAR047C_YAR050W	201788	203402	CHRI	intergenic
YAR050W	203403	208016	CHRI	ORF
intergenic*YAR050W_YAR053W	208017	208366	CHRI	intergenic
YAR053W	208367	208663	CHRI	ORF
intergenic*YAR053W_YARCdelta8	208664	209447	CHRI	intergenic
YARCdelta8	209448	209778	CHRI	long_terminal_repeat
intergenic*YARCdelta8_ARS111	209779	214887	CHRI	intergenic
ARS111	214888	215644	CHRI	ARS
intergenic*ARS111_YAR060C	215645	217156	CHRI	intergenic
YAR060C	217157	217492	CHRI	ORF
intergenic*YAR060C_YAR064W	217493	220197	CHRI	intergenic
YAR064W	220198	220497	CHRI	ORF
intergenic*YAR064W_YAR066W	220498	221048	CHRI	intergenic
YAR066W	221049	221660	CHRI	ORF
intergenic*YAR066W_YAR068W	221661	222405	CHRI	intergenic
YAR068W	222406	222891	CHRI	ORF
ARS112	222880	224046	CHRI	ARS
YAR069C	224011	224304	CHRI	ORF
intergenic*YAR069C_YAR070C	224305	224562	CHRI	intergenic
YAR070C	224563	224862	CHRI	ORF
intergenic*YAR070C_YAR071W	224863	225459	CHRI	intergenic
YAR071W	225460	226863	CHRI	ORF
intergenic*YAR071W_YAR073W	226864	227741	CHRI	intergenic
YAR073W	227742	228953	CHRI	ORF
YAR075W	228844	229317	CHRI	ORF
intergenic*YAR075W_TEL01R	229318	229410	CHRI	intergenic
TEL01R	229411	230218	CHRI	telomere
TEL02L	1	6608	CHRII	telomere
ARS200	40	202	CHRII	ARS
YBL113C	280	2658	CHRII	ORF
YBL113W-A	646	1128	CHRII	ORF
YBL112C	2582	2899	CHRII	ORF
YBL111C	2907	5009	CHRII	ORF
YBL109W	5790	6125	CHRII	ORF
ARS201	6498	6620	CHRII	ARS
intergenic*ARS201_YBL108C-A	6621	7604	CHRII	intergenic
YBL108C-A	7605	7733	CHRII	ORF
intergenic*YBL108C-A_YBL108W	7734	8176	CHRII	intergenic
YBL108W	8177	8482	CHRII	ORF
intergenic*YBL108W_YBLWdelta1	8483	8847	CHRII	intergenic
YBLWdelta1	8848	9092	CHRII	long_terminal_repeat
YBLWdelta2	9093	9424	CHRII	long_terminal_repeat
YBL107W-A	9268	9372	CHRII	ORF
YBLWdelta3	9425	9518	CHRII	long_terminal_repeat
intergenic*YBLWdelta3_tL(UAA)B1	9519	9582	CHRII	intergenic
tL(UAA)B1	9583	9666	CHRII	tRNA_gene
intergenic*tL(UAA)B1_YBL107C	9667	9960	CHRII	intergenic
YBL107C	9961	10551	CHRII	ORF
intergenic*YBL107C_YBL106C	10552	10846	CHRII	intergenic
YBL106C	10847	13879	CHRII	ORF
intergenic*YBL106C_YBL105C	13880	14240	CHRII	intergenic
YBL105C	14241	17696	CHRII	ORF
intergenic*YBL105C_YBL104C	17697	18176	CHRII	intergenic
YBL104C	18177	21293	CHRII	ORF
intergenic*YBL104C_YBL103C	21294	22075	CHRII	intergenic
YBL103C	22076	23536	CHRII	ORF
intergenic*YBL103C_YBL102W	23537	24097	CHRII	intergenic
YBL102W	24098	24745	CHRII	ORF
intergenic*YBL102W_YBL101C	24746	24945	CHRII	intergenic
YBL101C	24946	28299	CHRII	ORF
intergenic*YBL101C_YBL100W-C	28300	28426	CHRII	intergenic
YBL100W-C	28427	28546	CHRII	ORF
intergenic*YBL100W-C_ARS230	28547	28941	CHRII	intergenic
ARS230	28942	29160	CHRII	ARS
intergenic*ARS230_YBLWTy2-1	29161	29643	CHRII	intergenic
YBLWdelta4	29644	29975	CHRII	long_terminal_repeat
YBLWTy2-1	29644	35602	CHRII	LTR_retrotransposon
YBL100W-A	29935	31251	CHRII	transposable_element_gene
YBL100W-B	29935	35248	CHRII	transposable_element_gene
YBLWdelta5	35271	35602	CHRII	long_terminal_repeat
intergenic*YBLWTy2-1_YBLWdelta6	35603	35603	CHRII	intergenic
YBLWdelta6	35604	35796	CHRII	long_terminal_repeat
intergenic*YBLWdelta6_YBLCtau1	35797	35850	CHRII	intergenic
YBLCtau1	35851	36221	CHRII	long_terminal_repeat
intergenic*YBLCtau1_tF(GAA)B	36222	36397	CHRII	intergenic
tF(GAA)B	36398	36488	CHRII	tRNA_gene
intergenic*tF(GAA)B_YBL100C	36489	36988	CHRII	intergenic
YBL100C	36989	37303	CHRII	ORF
YBL099W	37053	38690	CHRII	ORF
intergenic*YBL099W_YBL098W	38691	39144	CHRII	intergenic
YBL098W	39145	40527	CHRII	ORF
intergenic*YBL098W_YBL097W	40528	40830	CHRII	intergenic
YBL097W	40831	43095	CHRII	ORF
intergenic*YBL097W_YBL096C	43096	43173	CHRII	intergenic
YBL096C	43174	43482	CHRII	ORF
YBL095W	43277	44089	CHRII	ORF
YBL094C	43765	44097	CHRII	ORF
intergenic*YBL094C_YBL093C	44098	44255	CHRII	intergenic
YBL093C	44256	44918	CHRII	ORF
intergenic*YBL093C_YBL092W	44919	45977	CHRII	intergenic
YBL092W	45978	46370	CHRII	ORF
intergenic*YBL092W_YBL091C-A	46371	46564	CHRII	intergenic
YBL091C-A	46565	47180	CHRII	ORF
intergenic*YBL091C-A_YBL091C	47181	47362	CHRII	intergenic
YBL091C	47363	48628	CHRII	ORF
intergenic*YBL091C_YBL090W	48629	48824	CHRII	intergenic
YBL090W	48825	49358	CHRII	ORF
intergenic*YBL090W_YBL089W	49359	49573	CHRII	intergenic
YBL089W	49574	50953	CHRII	ORF
intergenic*YBL089W_YBL088C	50954	51018	CHRII	intergenic
YBL088C	51019	59382	CHRII	ORF
intergenic*YBL088C_YBL087C	59383	59821	CHRII	intergenic
YBL087C	59822	60739	CHRII	ORF
intergenic*YBL087C_YBL086C	60740	61201	CHRII	intergenic
YBL086C	61202	62602	CHRII	ORF
intergenic*YBL086C_ARS202	62603	63258	CHRII	intergenic
ARS202	63259	63381	CHRII	ARS
intergenic*ARS202_YBL085W	63382	63875	CHRII	intergenic
YBL085W	63876	66818	CHRII	ORF
intergenic*YBL085W_YBL084C	66819	67168	CHRII	intergenic
YBL084C	67169	69445	CHRII	ORF
intergenic*YBL084C_YBL083C	69446	69712	CHRII	intergenic
YBL083C	69713	70138	CHRII	ORF
YBL082C	69751	71127	CHRII	ORF
intergenic*YBL082C_YBL081W	71128	71865	CHRII	intergenic
YBL081W	71866	72972	CHRII	ORF
intergenic*YBL081W_YBL080C	72973	73069	CHRII	intergenic
YBL080C	73070	74695	CHRII	ORF
intergenic*YBL080C_YBL079W	74696	75258	CHRII	intergenic
YBL079W	75259	79767	CHRII	ORF
intergenic*YBL079W_YBL078C	79768	80377	CHRII	intergenic
YBL078C	80378	80731	CHRII	ORF
intergenic*YBL078C_YBL077W	80732	80896	CHRII	intergenic
YBL077W	80897	81328	CHRII	ORF
YBL076C	81043	84261	CHRII	ORF
intergenic*YBL076C_YBL075C	84262	84498	CHRII	intergenic
YBL075C	84499	86448	CHRII	ORF
intergenic*YBL075C_YBL074C	86449	86721	CHRII	intergenic
YBL074C	86722	87789	CHRII	ORF
YBL073W	87646	87957	CHRII	ORF
intergenic*YBL073W_snR56	87958	88189	CHRII	intergenic
snR56	88190	88277	CHRII	snoRNA_gene
intergenic*snR56_YBL072C	88278	88522	CHRII	intergenic
YBL072C	88523	89125	CHRII	ORF
intergenic*YBL072C_YBL071C-B	89126	89457	CHRII	intergenic
YBL071C-B	89458	89556	CHRII	ORF
intergenic*YBL071C-B_YBL071W-A	89557	89977	CHRII	intergenic
YBL071W-A	89978	90226	CHRII	ORF
YBL071C	90223	90531	CHRII	ORF
intergenic*YBL071C_YBL070C	90532	90604	CHRII	intergenic
YBL070C	90605	90925	CHRII	ORF
YBL069W	90741	92030	CHRII	ORF
YBL068W-A	91794	92030	CHRII	ORF
YBL068W	92414	93394	CHRII	ORF
intergenic*YBL068W_ARS203	93395	93434	CHRII	intergenic
ARS203	93435	93519	CHRII	ARS
intergenic*ARS203_YBL067C	93520	93638	CHRII	intergenic
YBL067C	93639	95882	CHRII	ORF
intergenic*YBL067C_YBL066W	95883	96668	CHRII	intergenic
YBL066C	96669	100115	CHRII	ORF
YBL065W	99963	100307	CHRII	ORF
intergenic*YBL065W_YBL064C	100308	100370	CHRII	intergenic
YBL064C	100371	101156	CHRII	ORF
intergenic*YBL064C_YBL063W	101157	101885	CHRII	intergenic
YBL063W	101886	105221	CHRII	ORF
intergenic*YBL063W_YBL062W	105222	105307	CHRII	intergenic
YBL062W	105308	105688	CHRII	ORF
YBL061C	105316	107406	CHRII	ORF
intergenic*YBL061C_YBL060W	107407	107931	CHRII	intergenic
YBL060W	107932	109995	CHRII	ORF
intergenic*YBL060W_YBL059C-A	109996	110124	CHRII	intergenic
YBL059C-A	110125	110539	CHRII	ORF
intergenic*YBL059C-A_YBL059W	110540	110593	CHRII	intergenic
YBL059W	110594	111244	CHRII	ORF
intergenic*YBL059W_YBL058W	111245	111436	CHRII	intergenic
YBL058W	111437	112708	CHRII	ORF
intergenic*YBL058W_YBL057C	112709	112800	CHRII	intergenic
YBL057C	112801	113427	CHRII	ORF
intergenic*YBL057C_YBL056W	113428	113761	CHRII	intergenic
YBL056W	113762	115168	CHRII	ORF
intergenic*YBL056W_YBL055C	115169	115572	CHRII	intergenic
YBL055C	115573	116829	CHRII	ORF
intergenic*YBL055C_YBL054W	116830	117588	CHRII	intergenic
YBL054W	117589	119166	CHRII	ORF
intergenic*YBL054W_YBL053W	119167	119334	CHRII	intergenic
YBL053W	119335	119709	CHRII	ORF
YBL052C	119379	121874	CHRII	ORF
intergenic*YBL052C_YBL051C	121875	122752	CHRII	intergenic
YBL051C	122753	124759	CHRII	ORF
intergenic*YBL051C_YBL050W	124760	125124	CHRII	intergenic
YBL050W	125125	126119	CHRII	ORF
intergenic*YBL050W_YBL049W	126120	126827	CHRII	intergenic
YBL049W	126828	127244	CHRII	ORF
intergenic*YBL049W_YBL048W	127245	127298	CHRII	intergenic
YBL048W	127299	127610	CHRII	ORF
intergenic*YBL048W_YBL047C	127611	127894	CHRII	intergenic
YBL047C	127895	132040	CHRII	ORF
intergenic*YBL047C_YBL046W	132041	132423	CHRII	intergenic
YBL046W	132424	133749	CHRII	ORF
intergenic*YBL046W_YBL045C	133750	134142	CHRII	intergenic
YBL045C	134143	135516	CHRII	ORF
intergenic*YBL045C_YBL044W	135517	135997	CHRII	intergenic
YBL044W	135998	136366	CHRII	ORF
intergenic*YBL044W_YBL043W	136367	136687	CHRII	intergenic
YBL043W	136688	137461	CHRII	ORF
intergenic*YBL043W_YBL042C	137462	138340	CHRII	intergenic
YBL042C	138341	140260	CHRII	ORF
intergenic*YBL042C_YBL041W	140261	141246	CHRII	intergenic
YBL041W	141247	141972	CHRII	ORF
intergenic*YBL041W_YBL040C	141973	142111	CHRII	intergenic
YBL040C	142112	142868	CHRII	ORF
intergenic*YBL040C_YBL039W-B	142869	143392	CHRII	intergenic
YBL039W-B	143393	143572	CHRII	ORF
intergenic*YBL039W-B_ARS206	143573	143657	CHRII	intergenic
ARS206	143658	143745	CHRII	ARS
intergenic*ARS206_YBL039C	143746	143988	CHRII	intergenic
YBL039C	143989	145728	CHRII	ORF
YBL039C-A	144948	145031	CHRII	ORF
intergenic*YBL039C_YBL038W	145729	146186	CHRII	intergenic
YBL038W	146187	146885	CHRII	ORF
intergenic*YBL038W_YBL037W	146886	147208	CHRII	intergenic
YBL037W	147209	150286	CHRII	ORF
intergenic*YBL037W_YBL036C	150287	150446	CHRII	intergenic
YBL036C	150447	151220	CHRII	ORF
intergenic*YBL036C_YBL035C	151221	151492	CHRII	intergenic
YBL035C	151493	153610	CHRII	ORF
intergenic*YBL035C_YBL034C	153611	153847	CHRII	intergenic
YBL034C	153848	158389	CHRII	ORF
intergenic*YBL034C_YBL033C	158390	158655	CHRII	intergenic
YBL033C	158656	159693	CHRII	ORF
intergenic*YBL033C_YBL032W	159694	160183	CHRII	intergenic
YBL032W	160184	161329	CHRII	ORF
intergenic*YBL032W_YBL031W	161330	161698	CHRII	intergenic
YBL031W	161699	162715	CHRII	ORF
intergenic*YBL031W_YBL030C	162716	163040	CHRII	intergenic
YBL030C	163041	163997	CHRII	ORF
intergenic*YBL030C_YBL029C-A	163998	164487	CHRII	intergenic
YBL029C-A	164488	164772	CHRII	ORF
intergenic*YBL029C-A_YBL029W	164773	166133	CHRII	intergenic
YBL029W	166134	167264	CHRII	ORF
intergenic*YBL029W_YBL028C	167265	167517	CHRII	intergenic
YBL028C	167518	167838	CHRII	ORF
intergenic*YBL028C_YBL027W	167839	168422	CHRII	intergenic
YBL027W	168423	169376	CHRII	ORF
intergenic*YBL027W_ARS207	169377	170172	CHRII	intergenic
ARS207	170173	170279	CHRII	ARS
intergenic*ARS207_YBL026W	170280	170622	CHRII	intergenic
YBL026W	170623	171038	CHRII	ORF
intergenic*YBL026W_YBL025W	171039	171480	CHRII	intergenic
YBL025W	171481	171918	CHRII	ORF
intergenic*YBL025W_YBL024W	171919	172533	CHRII	intergenic
YBL024W	172534	174588	CHRII	ORF
intergenic*YBL024W_YBL023C	174589	174919	CHRII	intergenic
YBL023C	174920	177526	CHRII	ORF
intergenic*YBL023C_YBL022C	177527	177873	CHRII	intergenic
YBL022C	177874	181275	CHRII	ORF
intergenic*YBL022C_YBL021C	181276	181659	CHRII	intergenic
YBL021C	181660	182094	CHRII	ORF
intergenic*YBL021C_YBL020W	182095	182400	CHRII	intergenic
YBL020W	182401	184125	CHRII	ORF
intergenic*YBL020W_YBL019W	184126	184352	CHRII	intergenic
YBL019W	184353	185915	CHRII	ORF
intergenic*YBL019W_YBL018C	185916	185997	CHRII	intergenic
YBL018C	185998	186474	CHRII	ORF
intergenic*YBL018C_YBL017C	186475	186843	CHRII	intergenic
YBL017C	186844	191583	CHRII	ORF
intergenic*YBL017C_YBL016W	191584	192450	CHRII	intergenic
YBL016W	192451	193512	CHRII	ORF
intergenic*YBL016W_YBL015W	193513	194121	CHRII	intergenic
YBL015W	194122	195702	CHRII	ORF
intergenic*YBL015W_YBLCdelta7	195703	197015	CHRII	intergenic
YBLCdelta7	197016	197320	CHRII	long_terminal_repeat
intergenic*YBLCdelta7_tI(AAU)B	197321	197493	CHRII	intergenic
tI(AAU)B	197494	197567	CHRII	tRNA_gene
intergenic*tI(AAU)B_tG(GCC)B	197568	197628	CHRII	intergenic
tG(GCC)B	197629	197699	CHRII	tRNA_gene
intergenic*tG(GCC)B_YBLWsigma1	197700	197713	CHRII	intergenic
YBLWsigma1	197714	198054	CHRII	long_terminal_repeat
intergenic*YBLWsigma1_ARS231	198055	198312	CHRII	intergenic
ARS231	198313	198473	CHRII	ARS
intergenic*ARS231_YBL014C	198474	199063	CHRII	intergenic
YBL014C	199064	201748	CHRII	ORF
intergenic*YBL014C_YBL013W	201749	202055	CHRII	intergenic
YBL013W	202056	203261	CHRII	ORF
intergenic*YBL013W_YBL012C	203262	203405	CHRII	intergenic
YBL012C	203406	203807	CHRII	ORF
YBL011W	203538	205817	CHRII	ORF
intergenic*YBL011W_YBL010C	205818	206106	CHRII	intergenic
YBL010C	206107	206949	CHRII	ORF
intergenic*YBL010C_YBL009W	206950	207193	CHRII	intergenic
YBL009W	207194	209224	CHRII	ORF
