Feature_name_A	Position
YAR018C	198
intergenic*YAR018C_YAR019C	199
YAR019C	200
YAR019W-A	201
intergenic*YAR019W-A_ARS110	202
ARS110	203
intergenic*ARS110_YAR020C	204
YAR020C	205
intergenic*YAR020C_YAR023C	206
YAR023C	207
intergenic*YAR023C_tL(CAA)A	208
tL(CAA)A	209
intergenic*tL(CAA)A_tS(AGA)A	210
tS(AGA)A	211
intergenic*tS(AGA)A_YARWsigma1	212
YARWsigma1	213
intergenic*YARWsigma1_YARWdelta6	214
YARWdelta6	215
intergenic*YARWdelta6_YAR027W	216
YAR027W	217
intergenic*YAR027W_YAR028W	218
YAR028W	219
intergenic*YAR028W_YAR029W	220
YAR029W	221
YAR030C	222
YAR031W	223
intergenic*YAR031W_YAR033W	224
YAR033W	225
intergenic*YAR033W_YARWdelta7	226
YARWdelta7	227
intergenic*YARWdelta7_YAR035W	228
YAR035W	229
intergenic*YAR035W_YAR035C-A	230
YAR035C-A	231
intergenic*YAR035C-A_YAR042W	232
YAR042W	233
intergenic*YAR042W_YAR047C	234
YAR047C	235
intergenic*YAR047C_YAR050W	236
YAR050W	237
intergenic*YAR050W_YAR053W	238
YAR053W	239
intergenic*YAR053W_YARCdelta8	240
YARCdelta8	241
intergenic*YARCdelta8_ARS111	242
ARS111	243
intergenic*ARS111_YAR060C	244
YAR060C	245
intergenic*YAR060C_YAR064W	246
YAR064W	247
intergenic*YAR064W_YAR066W	248
YAR066W	249
intergenic*YAR066W_YAR068W	250
YAR068W	251
ARS112	252
YAR069C	253
intergenic*YAR069C_YAR070C	254
YAR070C	255
intergenic*YAR070C_YAR071W	256
YAR071W	257
intergenic*YAR071W_YAR073W	258
YAR073W	259
YAR075W	260
intergenic*YAR075W_TEL01R	261
TEL01R	262
TEL02L	263
ARS200	264
YBL113C	265
YBL113W-A	266
YBL112C	267
YBL111C	268
YBL109W	269
ARS201	270
intergenic*ARS201_YBL108C-A	271
YBL108C-A	272
intergenic*YBL108C-A_YBL108W	273
YBL108W	274
intergenic*YBL108W_YBLWdelta1	275
YBLWdelta1	276
YBLWdelta2	277
YBL107W-A	278
YBLWdelta3	279
intergenic*YBLWdelta3_tL(UAA)B1	280
tL(UAA)B1	281
intergenic*tL(UAA)B1_YBL107C	282
YBL107C	283
intergenic*YBL107C_YBL106C	284
YBL106C	285
intergenic*YBL106C_YBL105C	286
YBL105C	287
intergenic*YBL105C_YBL104C	288
YBL104C	289
intergenic*YBL104C_YBL103C	290
YBL103C	291
intergenic*YBL103C_YBL102W	292
YBL102W	293
intergenic*YBL102W_YBL101C	294
YBL101C	295
intergenic*YBL101C_YBL100W-C	296
YBL100W-C	297
intergenic*YBL100W-C_ARS230	298
ARS230	299
intergenic*ARS230_YBLWTy2-1	300
YBLWdelta4	301
YBLWTy2-1	302
YBL100W-A	303
YBL100W-B	304
YBLWdelta5	305
intergenic*YBLWTy2-1_YBLWdelta6	306
YBLWdelta6	307
intergenic*YBLWdelta6_YBLCtau1	308
YBLCtau1	309
intergenic*YBLCtau1_tF(GAA)B	310
tF(GAA)B	311
intergenic*tF(GAA)B_YBL100C	312
YBL100C	313
YBL099W	314
intergenic*YBL099W_YBL098W	315
YBL098W	316
intergenic*YBL098W_YBL097W	317
YBL097W	318
intergenic*YBL097W_YBL096C	319
YBL096C	320
YBL095W	321
YBL094C	322
intergenic*YBL094C_YBL093C	323
YBL093C	324
intergenic*YBL093C_YBL092W	325
YBL092W	326
intergenic*YBL092W_YBL091C-A	327
YBL091C-A	328
intergenic*YBL091C-A_YBL091C	329
YBL091C	330
intergenic*YBL091C_YBL090W	331
YBL090W	332
intergenic*YBL090W_YBL089W	333
YBL089W	334
intergenic*YBL089W_YBL088C	335
YBL088C	336
intergenic*YBL088C_YBL087C	337
YBL087C	338
intergenic*YBL087C_YBL086C	339
YBL086C	340
intergenic*YBL086C_ARS202	341
ARS202	342
intergenic*ARS202_YBL085W	343
YBL085W	344
intergenic*YBL085W_YBL084C	345
YBL084C	346
intergenic*YBL084C_YBL083C	347
YBL083C	348
YBL082C	349
intergenic*YBL082C_YBL081W	350
YBL081W	351
intergenic*YBL081W_YBL080C	352
YBL080C	353
intergenic*YBL080C_YBL079W	354
YBL079W	355
intergenic*YBL079W_YBL078C	356
YBL078C	357
intergenic*YBL078C_YBL077W	358
YBL077W	359
YBL076C	360
intergenic*YBL076C_YBL075C	361
YBL075C	362
intergenic*YBL075C_YBL074C	363
YBL074C	364
YBL073W	365
intergenic*YBL073W_snR56	366
snR56	367
intergenic*snR56_YBL072C	368
YBL072C	369
intergenic*YBL072C_YBL071C-B	370
YBL071C-B	371
intergenic*YBL071C-B_YBL071W-A	372
YBL071W-A	373
YBL071C	374
intergenic*YBL071C_YBL070C	375
YBL070C	376
YBL069W	377
YBL068W-A	378
YBL068W	379
intergenic*YBL068W_ARS203	380
ARS203	381
intergenic*ARS203_YBL067C	382
YBL067C	383
intergenic*YBL067C_YBL066W	384
YBL066C	385
YBL065W	386
intergenic*YBL065W_YBL064C	387
YBL064C	388
intergenic*YBL064C_YBL063W	389
YBL063W	390
intergenic*YBL063W_YBL062W	391
YBL062W	392
YBL061C	393
intergenic*YBL061C_YBL060W	394
YBL060W	395
intergenic*YBL060W_YBL059C-A	396
YBL059C-A	397
intergenic*YBL059C-A_YBL059W	398
YBL059W	399
intergenic*YBL059W_YBL058W	400
YBL058W	401
intergenic*YBL058W_YBL057C	402
YBL057C	403
intergenic*YBL057C_YBL056W	404
YBL056W	405
intergenic*YBL056W_YBL055C	406
YBL055C	407
intergenic*YBL055C_YBL054W	408
YBL054W	409
intergenic*YBL054W_YBL053W	410
YBL053W	411
YBL052C	412
intergenic*YBL052C_YBL051C	413
YBL051C	414
intergenic*YBL051C_YBL050W	415
YBL050W	416
intergenic*YBL050W_YBL049W	417
YBL049W	418
intergenic*YBL049W_YBL048W	419
YBL048W	420
intergenic*YBL048W_YBL047C	421
YBL047C	422
intergenic*YBL047C_YBL046W	423
YBL046W	424
intergenic*YBL046W_YBL045C	425
YBL045C	426
intergenic*YBL045C_YBL044W	427
YBL044W	428
intergenic*YBL044W_YBL043W	429
YBL043W	430
intergenic*YBL043W_YBL042C	431
YBL042C	432
intergenic*YBL042C_YBL041W	433
YBL041W	434
intergenic*YBL041W_YBL040C	435
YBL040C	436
intergenic*YBL040C_YBL039W-B	437
YBL039W-B	438
intergenic*YBL039W-B_ARS206	439
ARS206	440
intergenic*ARS206_YBL039C	441
YBL039C	442
YBL039C-A	443
intergenic*YBL039C_YBL038W	444
YBL038W	445
intergenic*YBL038W_YBL037W	446
YBL037W	447
intergenic*YBL037W_YBL036C	448
YBL036C	449
intergenic*YBL036C_YBL035C	450
YBL035C	451
intergenic*YBL035C_YBL034C	452
YBL034C	453
intergenic*YBL034C_YBL033C	454
YBL033C	455
intergenic*YBL033C_YBL032W	456
YBL032W	457
intergenic*YBL032W_YBL031W	458
YBL031W	459
intergenic*YBL031W_YBL030C	460
YBL030C	461
intergenic*YBL030C_YBL029C-A	462
YBL029C-A	463
intergenic*YBL029C-A_YBL029W	464
YBL029W	465
intergenic*YBL029W_YBL028C	466
YBL028C	467
intergenic*YBL028C_YBL027W	468
YBL027W	469
intergenic*YBL027W_ARS207	470
ARS207	471
intergenic*ARS207_YBL026W	472
YBL026W	473
intergenic*YBL026W_YBL025W	474
YBL025W	475
intergenic*YBL025W_YBL024W	476
YBL024W	477
intergenic*YBL024W_YBL023C	478
YBL023C	479
intergenic*YBL023C_YBL022C	480
YBL022C	481
intergenic*YBL022C_YBL021C	482
YBL021C	483
intergenic*YBL021C_YBL020W	484
YBL020W	485
intergenic*YBL020W_YBL019W	486
YBL019W	487
intergenic*YBL019W_YBL018C	488
YBL018C	489
intergenic*YBL018C_YBL017C	490
YBL017C	491
intergenic*YBL017C_YBL016W	492
YBL016W	493
intergenic*YBL016W_YBL015W	494
YBL015W	495
intergenic*YBL015W_YBLCdelta7	496
YBLCdelta7	497
intergenic*YBLCdelta7_tI(AAU)B	498
tI(AAU)B	499
intergenic*tI(AAU)B_tG(GCC)B	500
tG(GCC)B	501
intergenic*tG(GCC)B_YBLWsigma1	502
YBLWsigma1	503
intergenic*YBLWsigma1_ARS231	504
ARS231	505
intergenic*ARS231_YBL014C	506
YBL014C	507
intergenic*YBL014C_YBL013W	508
YBL013W	509
intergenic*YBL013W_YBL012C	510
YBL012C	511
YBL011W	512
intergenic*YBL011W_YBL010C	513
YBL010C	514
intergenic*YBL010C_YBL009W	515
YBL009W	516
intergenic*YBL009W_YBL008W-A	517
YBL008W-A	518
intergenic*YBL008W-A_YBL008W	519
YBL008W	520
intergenic*YBL008W_YBL007C	521
YBL007C	522
intergenic*YBL007C_YBL006C	523
YBL006C	524
YBL006W-A	525
intergenic*YBL006C_YBL005W	526
YBL005W	527
intergenic*YBL005W_YBLWdelta8	528
YBLWdelta8	529
YBLWdelta9	530
YBLWTy1-1	531
YBL005W-A	532
YBL005W-B	533
YBLWdelta10	534
intergenic*YBLWTy1-1_tS(AGA)B	535
tS(AGA)B	536
intergenic*tS(AGA)B_YBL004W	537
YBL004W	538
intergenic*YBL004W_YBL003C	539
YBL003C	540
intergenic*YBL003C_YBL002W	541
YBL002W	542
intergenic*YBL002W_YBL001C	543
YBL001C	544
intergenic*YBL001C_ARS208	545
ARS208	546
intergenic*ARS208_CEN2	547
CEN2	548
intergenic*CEN2_YBR001C	549
YBR001C	550
intergenic*YBR001C_YBR002C	551
YBR002C	552
intergenic*YBR002C_YBR003W	553
YBR003W	554
intergenic*YBR003W_YBR004C	555
YBR004C	556
intergenic*YBR004C_YBR005W	557
YBR005W	558
intergenic*YBR005W_YBR006W	559
YBR006W	560
intergenic*YBR006W_YBR007C	561
YBR007C	562
intergenic*YBR007C_YBR008C	563
YBR008C	564
intergenic*YBR008C_ARS209	565
ARS209	566
intergenic*ARS209_YBR009C	567
YBR009C	568
intergenic*YBR009C_YBR010W	569
YBR010W	570
intergenic*YBR010W_YBR011C	571
YBR011C	572
intergenic*YBR011C_YBRCdelta11	573
YBRCdelta11	574
intergenic*YBRCdelta11_YBR012C	575
YBR012C	576
intergenic*YBR012C_YBRWTy1-2	577
YBRWdelta12	578
YBRWTy1-2	579
YBR012W-A	580
YBR012W-B	581
YBRWdelta13	582
YBR013C	583
intergenic*YBR013C_YBRCdelta14	584
YBRCdelta14	585
intergenic*YBRCdelta14_tT(AGU)B	586
tT(AGU)B	587
intergenic*tT(AGU)B_YBR014C	588
YBR014C	589
intergenic*YBR014C_YBR015C	590
YBR015C	591
intergenic*YBR015C_YBR016W	592
YBR016W	593
intergenic*YBR016W_YBR017C	594
YBR017C	595
intergenic*YBR017C_YBR018C	596
YBR018C	597
intergenic*YBR018C_YBR019C	598
YBR019C	599
intergenic*YBR019C_YBR020W	600
YBR020W	601
intergenic*YBR020W_YBR021W	602
YBR021W	603
intergenic*YBR021W_YBR022W	604
YBR022W	605
intergenic*YBR022W_YBR023C	606
YBR023C	607
intergenic*YBR023C_YBR024W	608
YBR024W	609
intergenic*YBR024W_YBR025C	610
YBR025C	611
intergenic*YBR025C_YBR026C	612
YBR026C	613
intergenic*YBR026C_YBR027C	614
YBR027C	615
intergenic*YBR027C_YBR028C	616
YBR028C	617
intergenic*YBR028C_YBR029C	618
YBR029C	619
intergenic*YBR029C_YBR030W	620
YBR030W	621
intergenic*YBR030W_YBR031W	622
YBR031W	623
intergenic*YBR031W_YBR032W	624
YBR032W	625
intergenic*YBR032W_YBR033W	626
YBR033W	627
intergenic*YBR033W_YBR034C	628
YBR034C	629
intergenic*YBR034C_YBR035C	630
YBR035C	631
intergenic*YBR035C_snR161	632
snR161	633
intergenic*snR161_YBR036C	634
YBR036C	635
intergenic*YBR036C_YBR037C	636
YBR037C	637
intergenic*YBR037C_YBR038W	638
YBR038W	639
intergenic*YBR038W_YBR039W	640
YBR039W	641
intergenic*YBR039W_YBR040W	642
YBR040W	643
intergenic*YBR040W_YBR041W	644
YBR041W	645
intergenic*YBR041W_YBR042C	646
YBR042C	647
intergenic*YBR042C_YBR043C	648
YBR043C	649
intergenic*YBR043C_YBR044C	650
YBR044C	651
intergenic*YBR044C_ARS211	652
ARS211	653
intergenic*ARS211_tV(UAC)B	654
tV(UAC)B	655
intergenic*tV(UAC)B_YBRWdelta15	656
YBRWdelta15	657
YBRWdelta16	658
intergenic*YBRWdelta16_YBR045C	659
YBR045C	660
intergenic*YBR045C_YBR046C	661
YBR046C	662
intergenic*YBR046C_YBR047W	663
YBR047W	664
intergenic*YBR047W_YBR048W	665
YBR048W	666
intergenic*YBR048W_YBR049C	667
YBR049C	668
intergenic*YBR049C_YBR050C	669
YBR050C	670
YBR051W	671
intergenic*YBR051W_YBR052C	672
YBR052C	673
intergenic*YBR052C_YBR053C	674
YBR053C	675
intergenic*YBR053C_YBR054W	676
YBR054W	677
intergenic*YBR054W_YBR055C	678
YBR055C	679
intergenic*YBR055C_tL(UAA)B2	680
tL(UAA)B2	681
intergenic*tL(UAA)B2_YBR056W	682
YBR056W	683
intergenic*YBR056W_YBRWdelta17	684
YBRWdelta17	685
intergenic*YBRWdelta17_tQ(UUG)B	686
tQ(UUG)B	687
intergenic*tQ(UUG)B_YBR056W-A	688
YBR056W-A	689
YBR056C-B	690
intergenic*YBR056W-A_YBR057C	691
YBR057C	692
intergenic*YBR057C_YBR058C	693
YBR058C	694
intergenic*YBR058C_YBR058C-A	695
YBR058C-A	696
intergenic*YBR058C-A_YBR059C	697
YBR059C	698
intergenic*YBR059C_YBR060C	699
YBR060C	700
intergenic*YBR060C_YBR061C	701
YBR061C	702
intergenic*YBR061C_YBR062C	703
YBR062C	704
intergenic*YBR062C_YBR063C	705
YBR063C	706
YBR064W	707
intergenic*YBR064W_YBR065C	708
YBR065C	709
intergenic*YBR065C_YBR066C	710
YBR066C	711
intergenic*YBR066C_YBR067C	712
YBR067C	713
intergenic*YBR067C_YBR068C	714
YBR068C	715
intergenic*YBR068C_YBR069C	716
YBR069C	717
intergenic*YBR069C_YBR070C	718
ARS212	719
YBR070C	720
intergenic*YBR070C_YBR071W	721
YBR071W	722
intergenic*YBR071W_YBR072W	723
YBR072W	724
intergenic*YBR072W_YBR072C-A	725
YBR072C-A	726
intergenic*YBR072C-A_YBR073W	727
YBR073W	728
intergenic*YBR073W_YBR074W	729
YBR074W	730
ARS213	731
YBR076W	732
intergenic*YBR076W_YBR076C-A	733
YBR076C-A	734
intergenic*YBR076C-A_YBR077C	735
YBR077C	736
intergenic*YBR077C_YBR078W	737
YBR078W	738
intergenic*YBR078W_YBR079C	739
YBR079C	740
intergenic*YBR079C_YBR080C	741
YBR080C	742
intergenic*YBR080C_YBR081C	743
YBR081C	744
intergenic*YBR081C_tR(UCU)B	745
tR(UCU)B	746
intergenic*tR(UCU)B_tD(GUC)B	747
tD(GUC)B	748
intergenic*tD(GUC)B_YBR082C	749
YBR082C	750
intergenic*YBR082C_ARS214	751
ARS214	752
intergenic*ARS214_YBR083W	753
YBR083W	754
intergenic*YBR083W_YBR084W	755
YBR084W	756
intergenic*YBR084W_YBR084C-A	757
YBR084C-A	758
intergenic*YBR084C-A_YBR085W	759
YBR085W	760
intergenic*YBR085W_ARS215	761
ARS215	762
intergenic*ARS215_YBR085C-A	763
YBR085C-A	764
intergenic*YBR085C-A_YBR086C	765
YBR086C	766
intergenic*YBR086C_YBR087W	767
YBR087W	768
intergenic*YBR087W_YBR088C	769
YBR088C	770
YBR089W	771
intergenic*YBR089W_YBR089C-A	772
YBR089C-A	773
YBR090C	774
intergenic*YBR090C_YBR091C	775
YBR091C	776
intergenic*YBR091C_YBR092C	777
YBR092C	778
intergenic*YBR092C_YBR093C	779
YBR093C	780
intergenic*YBR093C_YBR094W	781
YBR094W	782
intergenic*YBR094W_YBR095C	783
YBR095C	784
intergenic*YBR095C_YBR096W	785
YBR096W	786
intergenic*YBR096W_YBR097W	787
YBR097W	788
intergenic*YBR097W_YBR098W	789
YBR098W	790
YBR099C	791
intergenic*YBR098W_YBR101C	792
YBR101C	793
intergenic*YBR101C_YBR102C	794
YBR102C	795
intergenic*YBR102C_YBR103W	796
YBR103W	797
intergenic*YBR103W_YBR103C-A	798
YBR103C-A	799
intergenic*YBR103C-A_YBR104W	800
YBR104W	801
intergenic*YBR104W_YBR105C	802
YBR105C	803
intergenic*YBR105C_YBR106W	804
YBR106W	805
intergenic*YBR106W_YBR107C	806
YBR107C	807
intergenic*YBR107C_YBR108W	808
YBR108W	809
intergenic*YBR108W_YBR109C	810
YBR109C	811
intergenic*YBR109C_YBR109W-A	812
YBR109W-A	813
intergenic*YBR109W-A_YBR110W	814
YBR110W	815
intergenic*YBR110W_YBR111C	816
YBR111C	817
intergenic*YBR111C_YBR111W-A	818
YBR111W-A	819
intergenic*YBR111W-A_YBR112C	820
YBR112C	821
YBR113W	822
intergenic*YBR113W_YBR114W	823
YBR114W	824
intergenic*YBR114W_YBR115C	825
YBR115C	826
intergenic*YBR115C_YBR116C	827
YBR116C	828
YBR117C	829
intergenic*YBR117C_YBR118W	830
YBR118W	831
intergenic*YBR118W_YBR119W	832
YBR119W	833
intergenic*YBR119W_YBR120C	834
YBR120C	835
intergenic*YBR120C_YBR121C	836
YBR121C	837
YBR121C-A	838
intergenic*YBR121C_YBR122C	839
YBR122C	840
intergenic*YBR122C_YBR123C	841
YBR123C	842
YBR124W	843
ARS216	844
intergenic*ARS216_YBR125C	845
YBR125C	846
intergenic*YBR125C_YBR126C	847
YBR126C	848
intergenic*YBR126C_YBR126W-A	849
YBR126W-A	850
YBR126W-B	851
intergenic*YBR126W-B_YBR127C	852
YBR127C	853
intergenic*YBR127C_YBR128C	854
YBR128C	855
intergenic*YBR128C_YBR129C	856
YBR129C	857
intergenic*YBR129C_YBR130C	858
YBR130C	859
intergenic*YBR130C_YBR131W	860
YBR131W	861
YBR131C-A	862
intergenic*YBR131W_YBR132C	863
YBR132C	864
intergenic*YBR132C_YBR133C	865
YBR133C	866
YBR134W	867
intergenic*YBR134W_YBR135W	868
YBR135W	869
intergenic*YBR135W_YBR136W	870
YBR136W	871
intergenic*YBR136W_YBR137W	872
YBR137W	873
intergenic*YBR137W_YBR138C	874
YBR138C	875
intergenic*YBR138C_YBR139W	876
YBR139W	877
ARS217	878
YBR140C	879
intergenic*YBR140C_YBR141C	880
YBR141C	881
YBR141W-A	882
intergenic*YBR141C_YBR142W	883
YBR142W	884
intergenic*YBR142W_YBR143C	885
YBR143C	886
intergenic*YBR143C_YBR144C	887
YBR144C	888
intergenic*YBR144C_YBR145W	889
YBR145W	890
intergenic*YBR145W_YBR146W	891
YBR146W	892
intergenic*YBR146W_YBR147W	893
YBR147W	894
intergenic*YBR147W_YBR148W	895
YBR148W	896
intergenic*YBR148W_YBR149W	897
YBR149W	898
intergenic*YBR149W_YBR150C	899
YBR150C	900
intergenic*YBR150C_YBR151W	901
YBR151W	902
intergenic*YBR151W_YBR152W	903
YBR152W	904
intergenic*YBR152W_YBR153W	905
YBR153W	906
intergenic*YBR153W_YBR154C	907
YBR154C	908
intergenic*YBR154C_YBR155W	909
YBR155W	910
intergenic*YBR155W_YBR156C	911
YBR156C	912
intergenic*YBR156C_YBR157C	913
YBR157C	914
intergenic*YBR157C_YBR158W	915
YBR158W	916
intergenic*YBR158W_YBR159W	917
YBR159W	918
intergenic*YBR159W_YBR160W	919
YBR160W	920
intergenic*YBR160W_YBR161W	921
YBR161W	922
intergenic*YBR161W_YBR162C	923
YBR162C	924
intergenic*YBR162C_YBR162W-A	925
YBR162W-A	926
intergenic*YBR162W-A_YBR163W	927
YBR163W	928
intergenic*YBR163W_YBR164C	929
YBR164C	930
intergenic*YBR164C_YBR165W	931
YBR165W	932
intergenic*YBR165W_YBR166C	933
YBR166C	934
intergenic*YBR166C_YBR167C	935
YBR167C	936
intergenic*YBR167C_YBR168W	937
YBR168W	938
intergenic*YBR168W_YBR169C	939
YBR169C	940
intergenic*YBR169C_YBR170C	941
YBR170C	942
intergenic*YBR170C_YBR171W	943
YBR171W	944
intergenic*YBR171W_YBR172C	945
YBR172C	946
intergenic*YBR172C_YBR173C	947
YBR173C	948
intergenic*YBR173C_YBR174C	949
YBR174C	950
YBR175W	951
intergenic*YBR175W_YBR176W	952
YBR176W	953
intergenic*YBR176W_YBR177C	954
YBR177C	955
YBR178W	956
intergenic*YBR178W_YBR179C	957
YBR179C	958
intergenic*YBR179C_YBR180W	959
YBR180W	960
intergenic*YBR180W_YBR181C	961
YBR181C	962
intergenic*YBR181C_YBR182C	963
YBR182C	964
intergenic*YBR182C_YBR182C-A	965
YBR182C-A	966
intergenic*YBR182C-A_YBR183W	967
YBR183W	968
intergenic*YBR183W_YBR184W	969
YBR184W	970
intergenic*YBR184W_YBR185C	971
YBR185C	972
intergenic*YBR185C_YBR186W	973
YBR186W	974
intergenic*YBR186W_YBR187W	975
YBR187W	976
intergenic*YBR187W_YBR188C	977
YBR188C	978
intergenic*YBR188C_YBR189W	979
YBR189W	980
intergenic*YBR189W_YBR190W	981
YBR190W	982
YBR191W	983
intergenic*YBR191W_YBR191W-A	984
YBR191W-A	985
intergenic*YBR191W-A_YBR192W	986
YBR192W	987
intergenic*YBR192W_YBR193C	988
YBR193C	989
intergenic*YBR193C_YBR194W	990
YBR194W	991
intergenic*YBR194W_YBR195C	992
YBR195C	993
intergenic*YBR195C_YBR196C	994
YBR196C	995
intergenic*YBR196C_YBR196C-A	996
YBR196C-A	997
intergenic*YBR196C-A_YBR196C-B	998
YBR196C-B	999
intergenic*YBR196C-B_YBR197C	1000
YBR197C	1001
intergenic*YBR197C_YBR198C	1002
YBR198C	1003
intergenic*YBR198C_YBR199W	1004
YBR199W	1005
intergenic*YBR199W_YBR200W	1006
YBR200W	1007
intergenic*YBR200W_ARS220	1008
ARS220	1009
intergenic*ARS220_YBR200W-A	1010
YBR200W-A	1011
intergenic*YBR200W-A_YBR201W	1012
YBR201W	1013
intergenic*YBR201W_YBR201C-A	1014
YBR201C-A	1015
intergenic*YBR201C-A_YBR202W	1016
YBR202W	1017
intergenic*YBR202W_YBR203W	1018
YBR203W	1019
ARS221	1020
intergenic*ARS221_YBR204C	1021
YBR204C	1022
intergenic*YBR204C_YBR205W	1023
YBR205W	1024
YBR206W	1025
intergenic*YBR206W_YBR207W	1026
YBR207W	1027
intergenic*YBR207W_YBR208C	1028
YBR208C	1029
intergenic*YBR208C_YBR209W	1030
YBR209W	1031
intergenic*YBR209W_tC(GCA)B	1032
tC(GCA)B	1033
intergenic*tC(GCA)B_YBRCtau2	1034
